28.05.2022 0:37:39| Поток4 получил разрешение на чтение 1.JSON;
28.05.2022 0:37:39| Поток2 получил разрешение на запись;
28.05.2022 0:37:39| Данные из файла 1.JSON прочитаны;
28.05.2022 0:37:39| Поток3 получил разрешение на запись;
28.05.2022 0:37:39| Данные в файл C:\Users\kosus\Desktop\3.json записаны;
28.05.2022 0:37:39| Данные в файл C:\Users\kosus\Desktop\2.json записаны;
28.05.2022 0:37:39| Новости дозаписаны/прочитаны в/из JSON файлы;
28.05.2022 0:37:39| Процесс 2 работает, передаём управление;
28.05.2022 0:38:03| Управление от 2го процесса получено;
28.05.2022 0:38:03| Началась новая итерация;
---------------------------------------------
28.05.2022 0:38:03| Процесс 1 берёт управление;
28.05.2022 0:38:11| Новости получены (12);
28.05.2022 0:38:19| Новости обработаны, осталось 8;
28.05.2022 0:38:19| Поток1 получил разрешение на запись;
28.05.2022 0:38:19| Поток4 получил разрешение на чтение 2.JSON;
28.05.2022 0:38:19| Поток3 получил разрешение на запись;
28.05.2022 0:38:19| Данные из файла 2.JSON прочитаны;
28.05.2022 0:38:19| Данные в файл C:\Users\kosus\Desktop\1.json записаны;
28.05.2022 0:38:19| Данные в файл C:\Users\kosus\Desktop\3.json записаны;
28.05.2022 0:38:19| Новости дозаписаны/прочитаны в/из JSON файлы;
28.05.2022 0:38:19| Процесс 2 работает, передаём управление;
28.05.2022 0:38:50| Управление от 2го процесса получено;
28.05.2022 0:38:50| Началась новая итерация;
---------------------------------------------
28.05.2022 0:38:50| Процесс 1 берёт управление;
28.05.2022 0:39:04| Новости получены (12);
28.05.2022 0:39:05| Ошибка OpenQA.Selenium.WebDriverException: The HTTP request to the remote WebDriver server for URL http://localhost:49870/session/bd8e58812db6b305c4260772efdd8e46/element/02154431-6a40-49b2-9e61-97dc48c6fc0c/element timed out after 60 seconds. ---> System.Threading.Tasks.TaskCanceledException: Отменена задача.
   в System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   в System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   в System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   в OpenQA.Selenium.Remote.HttpCommandExecutor.<MakeHttpRequest>d__35.MoveNext()
--- Конец трассировка стека из предыдущего расположения, где возникло исключение ---
   в System.Runtime.CompilerServices.TaskAwaiter.ThrowForNonSuccess(Task task)
   в System.Runtime.CompilerServices.TaskAwaiter.HandleNonSuccessAndDebuggerNotification(Task task)
   в System.Runtime.CompilerServices.TaskAwaiter`1.GetResult()
   в OpenQA.Selenium.Remote.HttpCommandExecutor.Execute(Command commandToExecute)
